72;1826.00;11.35;1019.00;big
72;1761.00;11.70;937.00;big
73;1793.00;12.00;722.00;big
73;1918.00;14.62;810.00;big
74;1284.00;13.43;923.00;big
74;1311.00;16.10;936.00;big
75;100.00;9.50;196.00;big
75;133.00;9.50;161.00;big
76;161.00;9.50;192.00;big
76;201.00;9.50;166.00;big
77;58.00;9.50;134.00;big
77;66.00;9.50;97.00;big
78;101.00;9.50;93.00;big
78;133.00;9.50;130.00;big
79;186.00;9.50;134.00;big
79;199.00;9.50;99.00;big
80;73.00;9.50;57.00;big
80;29.00;9.50;40.00;big
81;98.00;9.50;48.00;big
81;132.00;9.90;53.00;big
82;192.00;9.50;69.00;big
82;187.00;9.50;32.00;big
83;1560.00;10.50;933.00;big
83;1450.00;11.00;971.00;big
84;1359.00;9.90;1011.00;big
84;1253.00;10.30;1022.00;big
85;1347.00;10.05;1185.00;big
85;1315.00;10.90;1118.00;big
86;1219.00;10.20;1164.00;big
86;1171.00;10.48;1122.00;big
87;1061.00;12.00;1228.00;big
87;1214.00;10.00;1297.00;big
88;1091.00;10.00;1310.00;big
88;989.00;9.95;1354.00;big
89;949.00;10.00;1449.00;big
89;1106.00;10.90;1438.00;big
90;756.00;10.00;1642.00;big
90;864.00;10.40;1557.00;big
91;684.00;10.30;1648.00;big
91;739.00;10.00;1564.00;big
92;804.00;10.10;1465.00;big
92;606.00;12.48;1393.00;big
93;864.00;10.82;1368.00;big
93;910.00;10.20;1305.00;big
94;811.00;10.00;1290.00;big
94;872.00;10.60;1221.00;big
95;1562.00;11.40;1407.00;big
95;1593.00;11.30;1350.00;big
96;1676.00;10.40;1330.00;big
96;1738.00;10.40;1287.00;big
97;1816.00;10.80;1389.00;big
97;1696.00;11.00;1397.00;big
98;1471.00;9.90;1407.00;big
98;1403.00;9.90;1384.00;big
99;1401.00;10.50;1481.00;big
99;1304.00;9.90;1484.00;big
100;1500.00;10.60;1539.00;big
100;1426.00;10.70;1611.00;big
101;1537.00;16.40;1744.00;big
101;1396.00;10.30;1806.00;big
102;1605.00;9.95;1586.00;big
102;1736.00;11.50;1517.00;big
103;1877.00;10.43;1534.00;big
103;2024.00;11.57;1571.00;big
104;1807.00;11.90;1695.00;big
104;2007.00;10.85;1677.00;big
105;2180.00;11.30;1546.00;big
105;2187.00;10.38;1676.00;big
106;2435.00;15.15;1776.00;big
106;2275.00;11.10;1777.00;big
107;2222.00;10.40;1455.00;big
107;2267.00;10.20;1354.00;big
108;1975.00;9.90;1348.00;big
108;2083.00;10.10;1375.00;big
109;2155.00;9.98;1309.00;big
109;2083.00;10.40;1189.00;big
110;1811.00;11.05;1256.00;big
110;1901.00;10.50;1229.00;big
111;1962.00;10.35;1189.00;big
111;1968.00;10.73;1076.00;big
112;2200.00;10.00;978.00;big
112;2171.00;10.50;1029.00;big
113;2108.00;9.90;1084.00;big
113;2038.00;9.90;971.00;big
114;2323.00;10.20;1233.00;big
114;2223.00;11.25;1148.00;big
115;2325.00;10.00;968.00;big
115;2363.00;9.90;1077.00;big
116;2492.00;10.30;1142.00;big
116;2592.00;10.00;1223.00;big
117;2037.00;10.40;840.00;big
117;2068.00;11.20;766.00;big
118;2123.00;10.50;873.00;big
118;2228.00;10.30;823.00;big
119;2161.00;10.40;649.00;big
119;2184.00;10.20;745.00;big
120;1920.00;10.50;653.00;big
120;2051.00;10.20;621.00;big
121;2051.00;10.40;534.00;big
121;1991.00;10.40;545.00;big
122;2333.00;10.30;452.00;big
122;2221.00;10.20;500.00;big
123;2520.00;10.00;455.00;big
123;2392.00;10.20;494.00;big
124;2629.00;10.30;349.00;big
124;2863.00;13.65;258.00;big
125;2422.00;10.00;300.00;big
125;2300.00;10.30;331.00;big
126;1885.00;10.70;536.00;big
126;1946.00;10.28;467.00;big
127;1776.00;10.78;465.00;big
127;1793.00;10.80;394.00;big
128;1646.00;12.85;555.00;big
128;1722.00;10.60;604.00;big
129;1672.00;11.40;423.00;big
129;1547.00;10.50;395.00;big
130;1726.00;10.80;292.00;big
130;1597.00;10.43;253.00;big
131;2065.00;10.30;403.00;big
131;2190.00;10.05;325.00;big
132;1896.00;10.32;359.00;big
132;1985.00;9.93;301.00;big
133;1915.00;11.73;182.00;big
133;2088.00;10.70;181.00;big
134;2218.00;12.70;187.00;big
134;2336.00;10.90;143.00;big
135;522.00;10.00;315.00;big
135;613.00;10.00;422.00;big
136;401.00;11.50;301.00;big
136;450.00;10.95;409.00;big
137;465.00;10.40;564.00;big
137;349.00;12.28;559.00;big
138;644.00;10.15;523.00;big
138;528.00;10.70;507.00;big
139;660.00;9.93;640.00;big
139;761.00;10.90;633.00;big
140;897.00;10.40;732.00;big
140;770.00;10.20;728.00;big
141;977.00;9.50;432.00;big
141;848.00;10.20;417.00;big
142;871.00;12.25;490.00;big
142;744.00;9.90;483.00;big
143;901.00;10.32;614.00;big
143;824.00;9.90;585.00;big
144;1019.00;10.70;544.00;big
144;994.00;11.00;612.00;big
145;1131.00;11.85;561.00;big
145;1084.00;11.40;610.00;big
146;1045.00;10.95;761.00;big
146;1069.00;10.90;672.00;big
147;1184.00;10.90;457.00;big
147;1217.00;10.00;351.00;big
148;1122.00;10.75;416.00;big
148;1087.00;10.20;348.00;big
149;1437.00;10.45;340.00;big
149;1348.00;10.32;336.00;big
150;1439.00;10.30;438.00;big
150;1491.00;10.80;534.00;big
151;1527.00;10.50;667.00;big
151;1655.00;12.30;775.00;big
152;1357.00;10.40;461.00;big
152;1306.00;10.45;436.00;big
153;1358.00;10.60;582.00;big
153;1238.00;10.70;587.00;big
154;1231.00;10.70;755.00;big
154;1175.00;11.15;704.00;big
155;1232.00;10.60;881.00;big
155;1286.00;11.00;833.00;big
156;1312.00;10.80;725.00;big
156;1404.00;10.30;696.00;big
157;1435.00;10.70;791.00;big
157;1533.00;10.30;816.00;big
158;1376.00;10.32;872.00;big
158;1348.00;11.00;812.00;big
159;1127.00;10.30;804.00;big
159;1178.00;9.90;843.00;big
160;1082.00;10.30;904.00;big
160;1040.00;10.50;843.00;big
161;1120.00;10.70;1040.00;big
161;1086.00;10.65;979.00;big
162;1149.00;10.40;916.00;big
162;1174.00;10.80;988.00;big
163;936.00;10.50;1045.00;big
163;1001.00;10.90;1112.00;big
164;963.00;10.50;862.00;big
164;940.00;10.40;965.00;big
165;866.00;10.20;866.00;big
165;821.00;10.30;966.00;big
166;782.00;10.55;1174.00;big
166;887.00;11.30;1120.00;big
167;587.00;10.00;1189.00;big
167;697.00;10.40;1213.00;big
168;670.00;10.20;962.00;big
168;645.00;10.40;1063.00;big
169;783.00;10.20;1065.00;big
169;775.00;10.00;1006.00;big
170;1781.00;11.30;1176.00;big
170;1730.00;9.90;1098.00;big
